date,user,coordinates,text,place,bounding_box
Mon May 17 09:53:19 +0000 2021,AAbouelhoda,no coordinates,@dmo3_alwardd @3_i_n 💯💯✅👍👌👏🌷,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:53:20 +0000 2021,SnZPSta15wVZLWI,no coordinates,رزمایش مجازی  #حماسه_فرزندان_میرزا#سیاهکل_انقلابی https://t.co/42bUKD9t0z,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:26 +0000 2021,MarziehD,no coordinates,واقعا میشه تو کلاب هاوس باشی و فرهیخته نباشی؟؟؟؟!!!!!,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:34 +0000 2021,Singh76569254,no coordinates,@singh_manita Very nice 👌,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:53:35 +0000 2021,issa4h,no coordinates,#palestine#GazaUnderAttak#GenocideinGaza#غزة_تحت_القصف#الاقصى_خط_احمر,بخاء,[[[56.137151 26.127311] [56.137151 26.153963] [56.166712 26.153963] [56.166712 26.127311]]]
Mon May 17 09:53:36 +0000 2021,mondiolo,no coordinates,Me di la Pfizer en el día sin turno.27 años no soy grupo de riesgo no estoy entongado con el gobierno. Vivo en… https://t.co/1GDMyfsizq,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:53:40 +0000 2021,SnZPSta15wVZLWI,no coordinates,رزمایش مجازی  #حماسه_فرزندان_میرزا#سیاهکل_انقلابی https://t.co/yqw4T0FAGM,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:45 +0000 2021,binaqeeda,no coordinates,السعادةُلا تشترى أنت من يصنعها .. https://t.co/bayeNHXRhM,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:53:48 +0000 2021,djkidyofficial,[55.2741 25.1994],Lift me up 🛗 @ Dubai United Arab Emirates https://t.co/DBfwflIyOQ,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:53:52 +0000 2021,SnZPSta15wVZLWI,no coordinates,رزمایش مجازی  #حماسه_فرزندان_میرزا#سیاهکل_انقلابی https://t.co/eLTG4FkA6X,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:53 +0000 2021,brhrai,no coordinates,@lFREDlE https://t.co/GSJIc1Kdkj,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:54 +0000 2021,yafatemeh_1376,no coordinates,پایگاه اطلاع رسانی وب سایت علماز ۱۱ برابر بودن نرخ پیشرفت علمی ایران نسبت به کسور های جهان خبر داده در سال ۸۹ خبر… https://t.co/YljFFSRNI9,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:53:59 +0000 2021,nihalalbusaidy,no coordinates,Yesterday was like a dream now way,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:02 +0000 2021,khilzi_yousuf,no coordinates,Bardhi najuk stiti h babaji kuchh tuchh upay,Al Dakhiliyah,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Mon May 17 09:54:06 +0000 2021,mostafahamedan1,no coordinates,@z_miiim سیز دا تورکیز,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:54:07 +0000 2021,Romanceyaat,no coordinates,ناوين تندمجون مع اي فريق من دبي بعد ما اتضيعون الملايين في اسيا بدون نتيجه !؟,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 09:54:07 +0000 2021,SnZPSta15wVZLWI,no coordinates,رزمایش مجازی  #حماسه_فرزندان_میرزا#سیاهکل_انقلابی https://t.co/UbKKj7Dv0Y,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:54:08 +0000 2021,shakauz,no coordinates,Dunyodagi eng oxirgi odam xonada o‘tirgan edi. Birdan eshik taqilladi...Maymun kirib dedi: Xo'sh boshidan boshlaymizmi?(c) Noma'lum avtor,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:17 +0000 2021,ManLikeTeka,no coordinates,https://t.co/Q4oAHcVVWx,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:37 +0000 2021,adel_mohamadian,no coordinates,فرزند کشی برای ما ایرانی ها واژه اشنایی شده.سن و سالش مهم نیست.از شاهنامه به بعد عادت کردیم.#بابک_خرمدین,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:54:39 +0000 2021,ArtSmileyArts,[55.28048307 25.18650979],Just posted a photo @ DoubleTree by Hilton Dubai - Business Bay https://t.co/2d7Mq7Y2xc,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:45 +0000 2021,Hamadsaif121,no coordinates,@rta_dubai سوف ارسل لكم مخالفة شرطة المرور الغيابيه سواقه بمركبه منتهيه وانا تقدمت للتجديد لديكم وتم الرفض بسبب قضي… https://t.co/iL7fImEEzP,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:46 +0000 2021,MoKSH39659401,no coordinates,@KokTil23 اجمعين ياااااارب,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:54:47 +0000 2021,angel_mybby,no coordinates,@realAndySlice 🥰😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:54:50 +0000 2021,97_wa3ad,no coordinates,@UAE_BARQ بس مابقدم عليكم انا مقدمه بالشارقه وانتظر ردهم قريب 💘,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Mon May 17 09:55:11 +0000 2021,faezehshabkhiz,no coordinates,@EMAMMEHRAN 😂 عجبا,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:55:13 +0000 2021,A7Saadi,no coordinates,@2iinex 1,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:55:26 +0000 2021,shakauz,no coordinates,@Hard_smilee @davletovuz Oltin olma duo ol duo oltin emasmu?,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:55:26 +0000 2021,immobin2,no coordinates,@immobin2 باید از سیم خاردار نفسمون رد بشیم#لبیک_یا_خامنه‌ای https://t.co/No3Lf0fG7r,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:55:26 +0000 2021,RabiaBi06784308,[55.2741 25.1994],Just posted a photo @ Dubai United Arab Emirates https://t.co/u50nx8XsQM,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:55:31 +0000 2021,AminRad76,no coordinates,@Tammy_sguy Thanks,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:55:32 +0000 2021,BleekyD,no coordinates,@StConnaisseur @Magpayne2 What's that 5th outfit? Looking like pregnancy if my girl wear that,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 09:55:38 +0000 2021,zak2662,no coordinates,@Mahmoodahmed014 @jbr_nqb7 🤣🤣🤣🤣🤣🤣,عجمان,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 09:55:41 +0000 2021,Mohamedalkalba4,no coordinates,على حماس وفيلق القدس  والفرس المجوس ان يعيدوا اعمار غزه لانهم هم السبب الرئيسي في هذه النكبة,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:55:43 +0000 2021,RabiaBi06784308,[55.2741 25.1994],Just posted a photo @ Dubai United Arab Emirates https://t.co/QBL73nL38m,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:55:46 +0000 2021,Majid__Ahangari,no coordinates,@medno9 هنوز بورس به کف نرسیده 😁,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:55:52 +0000 2021,amrosamayn,no coordinates,@TotaHamed32 طبيعي وممكن تسخني ويجيلك رشح وحساسيه في الجلد,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:55:54 +0000 2021,IOEVo2klniE9LYO,no coordinates,شركة شراء مكيفات المستعملةوتلاجة القديم اتصل - 0502431251 https://t.co/z3Dnzq3d7X,Eastern,[[[44.656969 17.016762] [44.656969 29.103106] [55.666667 29.103106] [55.666667 17.016762]]]
Mon May 17 09:55:55 +0000 2021,NooraSaed58,no coordinates,#NeoNazi_Israel#GazaUnderAttak#IsraelTerrorists,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 09:56:05 +0000 2021,HRugenge,no coordinates,@serge_nkonde Excellence j'ai aimé lorsque vous avez parlé concernant la discipline et le conflit au sein ds fédéra… https://t.co/dO19fL55fd,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:56:06 +0000 2021,foxalainmm,no coordinates,مساكم ورد وفل وياسمين ...مساكم ومحبة لقلوبكم جميعا ياغوالي ...🙋‍♂️🙋‍♂️ https://t.co/ROQFodvXNL,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:56:07 +0000 2021,SAIFALME7REZI,no coordinates,@NCEMAUAE قريبا صفر ان شاء الله,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:56:13 +0000 2021,RabiaBi06784308,[55.2741 25.1994],Just posted a photo @ Dubai United Arab Emirates https://t.co/EEo18O1Z4m,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:13 +0000 2021,shakauz,no coordinates,@collapsusvulpes Ultra,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:18 +0000 2021,noorshid,no coordinates,هیچ پیامکی نه به پدرم و نه به مادرم که واکسن زدن، ارسال نشده,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:56:18 +0000 2021,MubAnaa,no coordinates,اللهم نور بصائرنا لطرق اليسر 💙,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:28 +0000 2021,BleekyD,no coordinates,@TheyCallMePrada @ladylibber First up the hijab isn't Islamic it's more cultural than anything,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 09:56:28 +0000 2021,RaghadAlafasie,no coordinates,يضحك تذكرت شي، لاترمي الناس بحجر وبيتك من زجاج/ المضحك هو الي يرمي الناس بحجر وهو ماعنده بيت 😭,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Mon May 17 09:56:35 +0000 2021,TheRespectable_,no coordinates,@_Saudafc ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:35 +0000 2021,AndrewGonzaga,no coordinates,Can you still trust a news source that uses fake photos?,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:56:38 +0000 2021,NooraSaed58,no coordinates,@alinafadeeya #NeoNazi_Israel,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 09:56:40 +0000 2021,RabiaBi06784308,[55.2741 25.1994],Just posted a photo @ Dubai United Arab Emirates https://t.co/xiZDMgIL6Y,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:40 +0000 2021,emirate685,no coordinates,@6DQksoOfq4BZpje مساء الفل,الفجيرة,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Mon May 17 09:56:44 +0000 2021,TheNihariKing,no coordinates,This is where black fungus is coming from. F*cks sake.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:46 +0000 2021,mbajoi27,no coordinates,@BBCUrdu 🥲,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:53 +0000 2021,HeliAlessandro,no coordinates,@CesarMenotti Também tentei pedir uma picanha com batata frita farofa e vinagrete e não rolou!,الدوحة,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 09:56:54 +0000 2021,ivfwaladoctor,[55.2059184 25.14143928],#Espresso☕🤎🟤🟫 #GoodMorningWorld🇦🇪🌷💛🌻🧡🌼 @ Millennium Medical Center MMC https://t.co/920X4zrJeX,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:56:56 +0000 2021,EveMichelleD,[55.20714189 25.13759115],Just posted a photo @ Waitrose Al Thanya https://t.co/cFDVuQ9vZt,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:01 +0000 2021,ManLikeTeka,no coordinates,After you do this go to snap maps in Jerusalem. If you still think this is a "conflict" you are a clown.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:03 +0000 2021,mostafahamedan1,no coordinates,@z_miiim نجور بیلدیز نمه دیدیم😅,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:04 +0000 2021,AliBhuiya4,no coordinates,My mother Sheikha bint Fatima mubarak all family's Eid mubarak https://t.co/JrhdADAtob,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:57:12 +0000 2021,aghajari_ali,no coordinates,@bluesoul4444 درست میگید.من اشتباه برداشت کرده بودم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:17 +0000 2021,Mahdi7mirza77,no coordinates,اگه امکانش هست پخشش کنین برسه به دست اونایی که باید برسه #ريتوييت_لطفا,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:22 +0000 2021,SH_Alshandoudi,no coordinates,@moi_dhr @Omanbeah شكراً لكم على تجاوبكم السريع و ان دل ذلك دل على حرصكم لملاحظات المواطنين ، اتمنى منكم الاسراع في… https://t.co/iCBaqlv5XO,الظاهرة,[[[55.211416 21.495041] [55.211416 24.312274] [57.006057 24.312274] [57.006057 21.495041]]]
Mon May 17 09:57:26 +0000 2021,foxalainmm,no coordinates,السلام عليكم ورحمة الله وبركاته 🙋‍♂️يسعد مساكم بكل خير وسعادة 💖🌺 https://t.co/ZYAaqzWnpq,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:57:27 +0000 2021,PAHLEVANl,no coordinates,با اينكه قانون منعى نذاشته ولى #رئيسى گفته بخاطر اينكه كانديد شدم اخبار جلسات من در قوه قضائيه از رسانه ملى پخش نشه… https://t.co/q99XnV2pWZ,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:28 +0000 2021,sheilavicente05,no coordinates,@weareoneEXO Special album is waving,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:33 +0000 2021,ivfwaladoctor,[55.2059184 25.14143928],#Espresso☕🤎🟤🟫 #DarkRoastisDarkRoast🟫🟤🍮☕ #GoodAfternoonWorld🏜️🌐💛🔆 @ Millennium Medical Center MMC https://t.co/8Zkd4YoCwa,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:35 +0000 2021,sidhu_sialkoti,no coordinates,@OfficialDGISPR سر زمینوں پہ قبضہ کرنے کے تو آپ ان کا بھی کام کر دیں,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:42 +0000 2021,AAbouelhoda,no coordinates,@AlaaAswany قول لنفسك دمرت بلدك وساهمت في كل شئ أدى لفوضى كنت فين دماء الشهداء في رقبتك 😈👹👺 يعظ,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:45 +0000 2021,fuj8888,no coordinates,@bint_Alkendi79 امين يارب العالمين,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Mon May 17 09:57:48 +0000 2021,AlirezaDoolabi,no coordinates,@basoshadid ایشالا گربه است 😉😉😉,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:49 +0000 2021,MohammadRashno4,no coordinates,#القدس #فلسطین #Free_Palestine https://t.co/7Li9lN66bA,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:57:54 +0000 2021,marwanalnajmi,no coordinates,@Aalawee2 يذكر الكاظمي في مذكراته أن أهل الرياض (في زمانه) يعتبرون القهاوي والجلوس "عيب" 😌😂عليك بالشاي ❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:57:57 +0000 2021,Romanceyaat,no coordinates,@jbr_nqb7 انا ما لشوف انها لمست ايده,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 09:57:57 +0000 2021,foxalainmm,no coordinates,@ainawi1966 مساء الخير والنور والسرور 🙋‍♂️,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:57:59 +0000 2021,Julltelan,[55.228913 25.041563],I'm at Waitrose in Dubai https://t.co/JWL9ThbNM3,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:10 +0000 2021,avidhold,no coordinates,In una giornata così bisogna solo essere #confidenti #aspettare #hold #hodl!!!! #btc e le #alts non moriranno per… https://t.co/pr0X3KelGi,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:10 +0000 2021,NooraSaed58,no coordinates,#NeoNazi_Israel,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 09:58:11 +0000 2021,tanya4retta,no coordinates,@Caramellomami85 I hope that her response was due to the language barrier because it was confusing.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:19 +0000 2021,S3ED_AAli,no coordinates,البنت هاذي خلها بين الاقواس           تحتار منها قبل تحتار فيها            من زينها الله يستر على ناس… https://t.co/QOdiBcWcJ9,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:24 +0000 2021,Mrriaaam,no coordinates,التصميم الي الله يحرمنا منه 🤭,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:58:24 +0000 2021,MarwanNJMI,no coordinates,@LastAB_ @marwanalnajmi نص ربعي متان .. خل عنك 😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:28 +0000 2021,AAbouelhoda,no coordinates,@Lama66690719 @AlaaAswany @MayssounAzzam ✅💯💯👍👌👏🌹,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:32 +0000 2021,LoversMemas,no coordinates,3 idiot MPK,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:58:35 +0000 2021,fuj8888,no coordinates,@u3999000 احلى شي,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Mon May 17 09:58:40 +0000 2021,Senhor_Fattori,no coordinates,@hey_mika Nevasca nevasca nevasca no portão do castelo.,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:58:44 +0000 2021,Ahmedcarter,no coordinates,@Samari_ad المصداقية 📉,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:58:46 +0000 2021,Dal0ra,no coordinates,Not me having 3 deadlines on the same day before my final presentation.,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 09:58:49 +0000 2021,ciacamvaldez,no coordinates,Nice! May free net sa himpapawid 😀 #QatarAirways,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:58:52 +0000 2021,stefyjane,no coordinates,Okay so if you wanted to introduce someone to always sunny which would be the first episode you’d show them (that w… https://t.co/alrZ5rD5Z9,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:53 +0000 2021,foxalainmm,no coordinates,@Princess_Shmo5 شرشبيل صايره🤣🤣,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:58:54 +0000 2021,bastaki1976,no coordinates,@ibahzad @shalbloushi1987 الله ينور,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:56 +0000 2021,Abdalwa52556344,no coordinates,"لم يَفوتني القطار وَحدهُ، بل فاتتني المحطة، وضلَّني الطريق، وخانني رفاق السَفر.",دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:58:56 +0000 2021,Setarehnghzdh,no coordinates,@TecnaBlimy Benden hiç bi şey kaçmaz😁😎,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:58:58 +0000 2021,Elsewedyae,[54.38174486 24.45905491],Just posted a photo @ https://t.co/Eb8gHjKmNV https://t.co/PuTUU0Wm3e,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:59:03 +0000 2021,maryam_am98,no coordinates,@isra_aleabid ااااييي,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:59:05 +0000 2021,NooraSaed58,no coordinates,#NeoNazi_Israel 😭😭,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 09:59:09 +0000 2021,AAbouelhoda,no coordinates,@Ahmadaljaralah ✅💯💯👍👌👏🥀,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:59:09 +0000 2021,fuj8888,no coordinates,@eljoorys 😎😎😎,Fujairah,[[[55.917069 25.087103] [55.917069 25.662527] [56.374 25.662527] [56.374 25.087103]]]
Mon May 17 09:59:18 +0000 2021,voRprwfaryGhBx3,no coordinates,⁦☘️⁩🌼🌼🌼🌼🌼✍️این دولت اجازه بیکاری و اخراج ظالمانه کارگران را نخواهد داد.#رئیسی_متشکریم https://t.co/Fy0ZFqihFz,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 09:59:19 +0000 2021,123Khalif,no coordinates,@aldhfe1988 نسأل الله العافية والسلامة من عافاه الله فل يحمد الله وان لم يكن السفر للضروره القسوى لا داعي للسفرف… https://t.co/uyLHuKXnow,الشرقي,[[[44.656969 17.016762] [44.656969 29.103106] [55.666667 29.103106] [55.666667 17.016762]]]
Mon May 17 09:59:21 +0000 2021,foxalainmm,no coordinates,@Princess_Shmo5 🤣🤣🤣,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 09:59:25 +0000 2021,AAbouelhoda,no coordinates,@dmo3_alwardd @3_i_n 🤔⁉️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 09:59:26 +0000 2021,zubyIII,no coordinates,@S_mattahorn @_Ebubechukwu_ Na you dey carry the association flag sef.,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
