date,user,coordinates,text,place,bounding_box
Fri Apr 30 16:02:13 +0000 2021,kareemnavaz,no coordinates,@mkstalin @arivalayam This is how political leaders must take proactive actions to safe guard people's interest. Well done Stalin Ji.,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:02:13 +0000 2021,ilawuae,no coordinates,Law in a Minute - Season 2 - Episode 18 - No Crime Without A Scripted Mention - Lawyer Ibrahim Al HosaniShare yo… https://t.co/FzRRcCBvCt,Ibrahim AL Hosani Legal Services,[[[55.386604 25.343062] [55.386604 25.343062] [55.386604 25.343062] [55.386604 25.343062]]]
Fri Apr 30 16:02:20 +0000 2021,RTOblivion,no coordinates,@chinitohot69 ❤️🧡💛💚💙💜🤍,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:02:21 +0000 2021,marrshii,no coordinates,Banoffee Pie ✨🤍 https://t.co/750WK2TwK2,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:02:23 +0000 2021,haniisaba,no coordinates,@kanaan216 🇱🇧🌷🙏,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:02:34 +0000 2021,ZainulBashar20,no coordinates,@Rabia_Shah12 Ryt apko samajh bahut jaldi agya hai,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:02:38 +0000 2021,M_UsamaUsufzaE,no coordinates,@ftmysn17 Dn,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:02:46 +0000 2021,majidyadollahz1,no coordinates,@Maryamiiill قبل اینکه عکسو باز کنم فک کردم کلا چیز دیگه اییه با این ظاهر😂خودت ببین عاخه https://t.co/Wak043GCQy,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:02:46 +0000 2021,3looyRak,no coordinates,@eisa_alsuwaidi وهذا وين؟  محامي ويكذب على المتابعين,رأس الخيمة,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Fri Apr 30 16:02:48 +0000 2021,SelmaGhelichi,[55.17229731 37.25979385],Just posted a photo @ گنبد کاووس Gonbad-E Kavous https://t.co/YlR5fvQSIk,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:03:00 +0000 2021,kendrickynan5,no coordinates,Satwa area... alam mo na! Whose up?  😅,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:03:10 +0000 2021,YousufSab,no coordinates,بيكثروا أولاد الحرام عجب🌚,Al Dakhiliyah,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Fri Apr 30 16:03:10 +0000 2021,MohiyuddinAli,no coordinates,#انصاف_کا_قتل_عام_نامنظور,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:03:26 +0000 2021,_Zeus_7,no coordinates,@Oladimeji_Edu Even God forgives usWho are you not to???,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:03:27 +0000 2021,Amiralisharifii,no coordinates,@rezvan_1001 @Dehghanmedia,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:03:29 +0000 2021,ashir_786,no coordinates,@AleenaRao15 September ❤️‍🔥🙊🐣,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:03:31 +0000 2021,kingdebo02,no coordinates,@olaoluwa_biodun @harrisonJNIOR @mrinfallible001 I can't laugh bro! This twitter na Cruise,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:03:32 +0000 2021,ZainulBashar20,no coordinates,@Rabia_Shah12 AV bahut kuchh dekhana Baki hai,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:03:37 +0000 2021,_lillim,no coordinates,@AwmirY خلاصه که من اصلا از این شرایط راضی نیسم 😐😂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:03:46 +0000 2021,arminhamidian,[53.0 32.0],Just posted a video @ Iran https://t.co/86AxpWUCO1,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:03:49 +0000 2021,YousefAlmarzoo8,no coordinates,يالله نطير 😅 https://t.co/CrMfj4h8Jg,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:03:54 +0000 2021,mahmood_alyarbi,no coordinates,من أكثر اللقاءات إلهاماً مع سمو الأمير محمد بن سلمان أعجبني تطلعاته، وشفافيته، ودقته وسرده الواقعيالاوضاع الراهن… https://t.co/tgoo4hMvVM,Al Batinah,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Fri Apr 30 16:04:01 +0000 2021,shividam,no coordinates,@hozheir @kambizhosseini @joinClubhouse کامبیز و انتخاب کن اسحاقوجواب کن,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:04:04 +0000 2021,LovelyM61136926,no coordinates,https://t.co/uyF5qVfUQe,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:04:06 +0000 2021,TalebiiPedram,no coordinates,@Mmr__Dev یاسوج هست,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:04:18 +0000 2021,afshar_korosh,no coordinates,@mi9mino چشم های کیری https://t.co/pIhx7rYNpb,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:04:30 +0000 2021,MiladPourivahab,no coordinates,در کنار رفیق سی ساله‌أم فرهادیه دوچرخه سواری باحال و سرعتی@farhadsj https://t.co/Vuk6Td8RzF,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:04:34 +0000 2021,Nasimooon,no coordinates,@B612Leili اینجا هوا سالمه فقط ابری بود هوای بد تهران رو تداعی می‌کرد.,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:04:49 +0000 2021,EkLovya_kaushik,no coordinates,🙏Superhero,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:04:54 +0000 2021,muraie,no coordinates,@jeandianne28 Hahaha! Come over!,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:05:00 +0000 2021,majidyadollahz1,no coordinates,وسط اینهمه رابطه های دو روزه و بی سرو ته یکم عشق واقعی و حال خوب کن ببینیم: https://t.co/ov1PEsTRpz,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:05:06 +0000 2021,Thesoni00384439,no coordinates,Congratulations president elect kyagulanyi ssentamu Robert.Welcome back from Duwa you have showed oneness and toge… https://t.co/4aMnaE0yAp,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:05:09 +0000 2021,TalebiiPedram,no coordinates,@Hosseintudar1 @Mina_rn7 😂😂,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:05:10 +0000 2021,xleavemeaIone,no coordinates,@lola43568478 جربي تشربي كولا قبل الفحص,Eastern,[[[44.656969 17.016762] [44.656969 29.103106] [55.666667 29.103106] [55.666667 17.016762]]]
Fri Apr 30 16:05:21 +0000 2021,AlkaabihamadS,no coordinates,@x90x444 اللي يسوق يفكر وين القير والكلش والبريك والا صار خلاص عشش في الراس!! اللي يعد بعده احتمال جديد بقراطيسه من… https://t.co/HaXWiG4ZGV,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:05:22 +0000 2021,ShayanBaig5,no coordinates,@espresso__o Ok done😂,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:05:33 +0000 2021,imAnoop10,no coordinates,@FCBarcelona Wasted golden opportunity 🤦,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:05:45 +0000 2021,Delara_rm,no coordinates,@Alifarhadi1999 :)))) وی آر ایمورتال🔥,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:05:46 +0000 2021,malkindi99,no coordinates,ربي سامحني ان ألحقت الأذى بأحد 🙌🏻,الداخلية,[[[55.078816 17.045778] [55.078816 23.534732] [58.140334 23.534732] [58.140334 17.045778]]]
Fri Apr 30 16:05:52 +0000 2021,alirudgarian,no coordinates,@itsm7513 چنتاشو دیدم اینجوری بود,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:05:57 +0000 2021,O_Alkaf,no coordinates,@Kuwaity__7r كفايه ان الكويتي يوم يسافر برع يقولهم am from dubai عشان يسووله سالفه 🤣🤣,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:05:58 +0000 2021,AlkaabihamadS,no coordinates,@Poet_r_alnaqbi حبيت اشاكسك بو سنيده https://t.co/34Q5mEOiVP,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:06:09 +0000 2021,seyedmohamad_dn,no coordinates,@s_reza22_ سلام اللهم صل علی محمد وال محمد وعجل فرجهم,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:06:10 +0000 2021,Persian1975,no coordinates,@ViaBTC @cctip_com @2mo6093 @latifiamir5891 @VahidGoudarzi4 🤪,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:06:21 +0000 2021,Aishaalkhulaifi,no coordinates,@D_A_B_I_A والأعجب ان اللي معاهم يصيرون مثلهم💥 تحسين ان أماكن العمل تصبح بدون مروءة🤔 ويدافعون عن الباطل ⚙️ عجلة تجر بعضها بعضاً وفساد يتوالد,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:06:22 +0000 2021,Na_kro_,no coordinates,Someone: Tum itne cute kyu ho ..?Me: https://t.co/eF71filhiE,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:06:27 +0000 2021,omotoshojr,no coordinates,@Eemmy1503 @eezzibillions @SirEdemm Are you normal so he dey play FIFA with DPO right....if hand touch him he will say truth,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:06:30 +0000 2021,Yoonie_O309,no coordinates,Understood.,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:06:34 +0000 2021,majidyadollahz1,no coordinates,@_zwhra_ حالا پلنگا یه عطسه بذارن چند هزار فاکینگ فیو میخوره,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:06:40 +0000 2021,adam_bi_maghz,no coordinates,تو سریال #یاور نشون میده زن توسری خور زن ایده آل,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:06:49 +0000 2021,Babar_1986,no coordinates,بچھا لو صفِ ماتم تم اپنے آنگن میں کہ بس لٹنے والا ہے چمن اُمِ ابیھاؑ کا#شب_ضربت_مولاعلیؑ#شہادت_حیدر_کرارؑ https://t.co/3aWmV76ae5,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:06:51 +0000 2021,binunair_66,no coordinates,@Ras_hmi_Tweet Its now open in Gujarat since today. What's the status in Kerala https://t.co/Uc6lzHh4sM,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:06:52 +0000 2021,juhail_yousef,no coordinates,@A_S_A_Alothman الي جذي لا تنتظر منه شي لأنه #ببغاء ويردد ما تبرمج عليه فقط وماراح يستوعب الي تقوله#المتبرمجين_علميا#الصحويين_الجدد,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:06:56 +0000 2021,REDManiacsUAE,no coordinates,@MUSCIRAQ 😍,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:07:00 +0000 2021,nassra9707,no coordinates,@kadwi69 هذي روحك العظيمة أستاذنا 🌹,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Fri Apr 30 16:07:00 +0000 2021,Almona91931384,no coordinates,أكرمج الله يا راعية الكرم والطيب ♥️🌹♥️ https://t.co/MBlagqp5Mp,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:07:04 +0000 2021,AbdullahYounnis,no coordinates,"الشيخ #زايد_بن_سلطان آل نهيان ""طيب الله ثراه"" نجح في تحويل العمل الإنساني في دولة #الإمارات إلى أسلوب حياة وسلوك حض… https://t.co/kyp7Wklari",Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:07:07 +0000 2021,majidyadollahz1,no coordinates,@hiwa_76 😂😂😂والا,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:07:11 +0000 2021,nassra9707,no coordinates,@chimistry007 @nmaa4070 @Gardensthought 🌹,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Fri Apr 30 16:07:12 +0000 2021,Mzamilkashmiri,no coordinates,#Be_confident_on_the_inside #and_humble_on_the_outside#then_you_will_learn_to_get #on_with_life_without_conflict… https://t.co/ZmILvTwlkp,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:07:15 +0000 2021,uaeuae424,no coordinates,اللهمّ ارحم من كانُ أباً لشعبه قبل أن يكون قائداً، اللهمَ إن الشيخ  #زايد_بن_سلطانّ أكرمنا في الارض فأكرمه بالفردو… https://t.co/P5KOqcAp5l,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:07:18 +0000 2021,Babar_1986,no coordinates,افسوس مصلّے پہ لہو تیرا بہایا 💔😭 https://t.co/yowQzTgrew,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:07:18 +0000 2021,nassra9707,no coordinates,@TxSJMoTfMh3s25o @nmaa4070 @Gardensthought 🌹,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Fri Apr 30 16:07:21 +0000 2021,psrx,no coordinates,@celebritytadkaa Our Talented Singer Shehnaaz Kaur Gill #ShehnaazGill #Shehnaazians #ShineFam ♥️✨❤️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:07:29 +0000 2021,avlakow,no coordinates,@davood_villa آره دیگه 🚶‍♀️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:07:34 +0000 2021,Nasimooon,no coordinates,@negamara81 یاخدا:)) من فکر می‌کنم فامیل ما عتیقه بوده که همیشه آخر مهمونیا با انگشت بالا می‌آورد آخرش زخم معده گرف… https://t.co/GYNMjnBhzN,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:07:38 +0000 2021,Salwa_alzarouni,no coordinates,@5aairr الله بحصل فلوس من وراج لازم ابلغ,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:07:38 +0000 2021,Apurba42095853,no coordinates,Any type of air conditioning repair and maintenance available technician. Call- 31052939 https://t.co/3dre0RGWG5,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:07:46 +0000 2021,majidyadollahz1,no coordinates,@neeggaar 😂میدونه به کی پیشنهاد بده زرنگه,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:07:46 +0000 2021,HUSSns7,no coordinates,@moe_davinci_ الاحتفال في عجمان,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:07:50 +0000 2021,mojtabach,no coordinates,@itsoheyl در حد رد کردن غروب جمعه اوکی‌ بود:)),Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:08:02 +0000 2021,SamWatson__,no coordinates,Easter 2017 with Bessie the Range Rover up near the Nepal-China border high in the Himalayas@LandRover_UK… https://t.co/WnHNLtkOGD,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:08:04 +0000 2021,shmr80,no coordinates,@Noor5892 أمين يارب,الشارقة,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:08:05 +0000 2021,MorseNikka,no coordinates,@jeandianne28 Wala pa ako nakita madam yan pa lang,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:08:11 +0000 2021,AnasIbrahim_,no coordinates,💀 https://t.co/2CV4nITbRH,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:08:11 +0000 2021,MuyiMyghty,no coordinates,Happy Birthday 🎊🎂🎈🎁🎉 @_thisisbeatrice     You are beautiful,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:08:13 +0000 2021,2FH7x3eIILfo5EJ,no coordinates,@tfseer34 خيرها بغيرها,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:08:20 +0000 2021,HosseinImani74,no coordinates,@Hanieh_Hastam آقای بالا سرش 😍,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:08:23 +0000 2021,ABZalobeidli,no coordinates,@Mistygon_ Ez immortal,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:08:24 +0000 2021,Babar_1986,no coordinates,وہ ایک چراغ بھی کوفہ میں ہوگیا خاموشجلا تھا کعبہ میں جو حق کی روشنی کے لئے https://t.co/UNRzsNTqZ5,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:08:28 +0000 2021,RaminBehrad,[51.4231 35.6961],Just posted a photo @ Tehran Iran https://t.co/R2wCZhCXx3,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:08:29 +0000 2021,MorseNikka,no coordinates,@_rtpf Hahahahahhaha taraaa babae laki unta hahaha charot,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:08:34 +0000 2021,alexsoto1274,no coordinates,وعوفي قلبه#تحبببب_ااالعفوووو_فاعفففف_عناااااsAN,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:34 +0000 2021,cammim22,no coordinates,اللهمَّ مُسبغَ العَطاءِ، مُسبلَ الغِطاءِ، مُعطي النّعمِ؛ أدِم نِعمك علينَا واحفظها من الزّوال.#تحبببب_ااالعفوووو_فاعفففف_عنااااا0bL,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:35 +0000 2021,juanpena_07,no coordinates,في هونج كونج#تحبببب_ااالعفوووو_فاعفففف_عناااااvb4,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:36 +0000 2021,TopRosario,no coordinates,الحمدلله الذي بلغنا رمضان حتى يبلغ الحمد منتهاه،#تحبببب_ااالعفوووو_فاعفففف_عناااااGOh,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:37 +0000 2021,casetael5pino,no coordinates,وحلالا طيبا#تحبببب_ااالعفوووو_فاعفففف_عناااااNwO,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:38 +0000 2021,PipuAndLala,no coordinates,أديبة: ظريفة كاتبة المتعلمة المهذبة الأديبة#تحبببب_ااالعفوووو_فاعفففف_عناااااHM7,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:39 +0000 2021,majidyadollahz1,no coordinates,@curlymoana_ https://t.co/yzyPZBhmYX,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:08:39 +0000 2021,yackiepr28,no coordinates,غياث : المنجد المغيث#تحبببب_ااالعفوووو_فاعفففف_عناااااwDG,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:40 +0000 2021,Nairdlr,no coordinates,واجعل قبورهم  روض من رياض الجنه#تحبببب_ااالعفوووو_فاعفففف_عناااااO1g,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:41 +0000 2021,lobosbeis,no coordinates,لعل حكمة الله قدّرت لك التعثر.. لتختار طريقًا آخر خُبئت فيه سعادتك#تحبببب_ااالعفوووو_فاعفففف_عناااااwFO,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:42 +0000 2021,franklin_o21,no coordinates,واستجابة للدعوات#تحبببب_ااالعفوووو_فاعفففف_عناااااVfI,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:43 +0000 2021,TabEnter09,no coordinates,لم يأخذ منّآ إلآ لِيعطينآ#تحبببب_ااالعفوووو_فاعفففف_عناااااqyE,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:44 +0000 2021,MystikMalik,no coordinates,بان: نوع من أنواع النباتات ذات الزهر الأبيض والرائحة الزكيّة.#تحبببب_ااالعفوووو_فاعفففف_عناااااiwP,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:44 +0000 2021,shxama7,no coordinates,@fatmakhaliid @khuloodmhmd جات جات,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Fri Apr 30 16:08:45 +0000 2021,yukom28,no coordinates,الباعث: باعث الرسل إلى الناس وباعث الموتى من القبور وباعث الحياة كلها#تحبببب_ااالعفوووو_فاعفففف_عناااااgBw,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:46 +0000 2021,alefigrod,no coordinates,ولسانا ذاكرا#تحبببب_ااالعفوووو_فاعفففف_عناااااyt4,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:47 +0000 2021,wayne_wealth,no coordinates,Even with your small accounts  you can join our #100pipsADay daily target 🎯 and make at least 100$ daily  500$ we… https://t.co/wDVjEhJZ5S,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:08:47 +0000 2021,DenilLeonel,no coordinates,وسيم : حسن الشكل#تحبببب_ااالعفوووو_فاعفففف_عناااااgLw,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:08:48 +0000 2021,michii_lautner,no coordinates,ﻭﺍﻥ ﺍﻋﻤﻞ ﺻﺎﻟﺤﺎ ﺗﺮﺿﺎﻩ#تحبببب_ااالعفوووو_فاعفففف_عنااااا39b,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
